?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/CHR_9606chrXq21.31>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXq21.31 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr16qC2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr16qC2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2q21.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2q21.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chrXqA2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXqA2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1p32.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1p32.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr15q22.33>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr15q22.33 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr18q21.33>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr18q21.33 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr5>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chrYq11.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrYq11.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr3q22.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3q22.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr6p22.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6p22.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr11q13.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr11q13.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr3q22>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3q22 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr8q13.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8q13.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr7qB4>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7qB4 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr5q32>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5q32 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr5q35.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5q35.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr9qE4>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9qE4 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr10q26.11>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10q26.11 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr5qG2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5qG2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr14p12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14p12 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2q24.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2q24.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr11q22>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr11q22 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr5p12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5p12 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9796chr27>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr27 (horse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr14q22.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14q22.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr17qB3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr17qB3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr5p14.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5p14.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr6p12.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6p12.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9796chr22>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr22 (horse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr8qA2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8qA2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr16q>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr16q (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr16p12.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr16p12.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2q31.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2q31.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr8p11.21>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8p11.21 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr18q22.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr18q22.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chrXp22.13>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXp22.13 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr17p>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr17p (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr1qH2.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1qH2.1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr5p14.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5p14.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr2q16>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2q16 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr19p13>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr19p13 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr16q12.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr16q12.3 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr5qE4>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5qE4 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr14q32.33>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14q32.33 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1p34.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1p34.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr12p11.22>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12p11.22 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr4qD2.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4qD2.2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2p25.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2p25.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr16qB2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr16qB2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr10q11.21>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10q11.21 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9031chr25>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr25 (chicken)"	
<http://purl.obolibrary.org/obo/CHR_9606chr11q11>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr11q11 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr4q13>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4q13 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr1qA3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1qA3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr8q31>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8q31 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr6p21.32>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6p21.32 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr13qA3.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13qA3.1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr19q13.11>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr19q13.11 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr18q12.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr18q12.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr7qE2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7qE2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr1qF>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1qF (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9031chr20>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr20 (chicken)"	
<http://purl.obolibrary.org/obo/CHR_9606chr14q31.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14q31.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr18q23>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr18q23 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr6q16>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6q16 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10116chr16q12.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr16q12.2 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chrYq11.221>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrYq11.221 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr6>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr5q12.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5q12.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr7q32.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7q32.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr16p>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr16p (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr6qB3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6qB3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chrXqD>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXqD (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr4q34.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4q34.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr15qB1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr15qB1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1p21.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1p21.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9940chr8>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8 (sheep)"	
<http://purl.obolibrary.org/obo/CHR_9606chr8p21.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8p21.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chrXq27.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXq27.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9796chr18>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr18 (horse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr3q12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3q12 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr2qC1.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2qC1.1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr11q21>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr11q21 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr9q33.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9q33.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr13q32.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13q32.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr14q21.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14q21.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9940chr3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3 (sheep)"	
<http://purl.obolibrary.org/obo/CHR_9606chr4q31.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4q31.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr13qC2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13qC2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr4p16.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4p16.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9796chr13>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13 (horse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr8q22.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8q22.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr7p22.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7p22.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr7qA1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7qA1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr12q14.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12q14.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr12qA1.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12qA1.3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr7q22.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7q22.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr7q35>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7q35 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr11p11.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr11p11.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr16q22.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr16q22.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chrXp22.32>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXp22.32 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9913chr29>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr29 (cow)"	
<http://purl.obolibrary.org/obo/CHR_9606chr7q36.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7q36.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr17q25.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr17q25.1 (Human)"	
<http://purl.obolibrary.org/obo/NCBITaxon_9913>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bos taurus"	
<http://purl.obolibrary.org/obo/CHR_9606chr7q31.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7q31.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr7q11.21>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7q11.21 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chrXqC1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXqC1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9031chrZ>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrZ (chicken)"	
<http://purl.obolibrary.org/obo/CHR_9606chr6q24.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6q24.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9913chr24>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr24 (cow)"	
<http://purl.obolibrary.org/obo/CHR_9606chrXq11.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXq11.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9031chr16>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr16 (chicken)"	
<http://purl.obolibrary.org/obo/CHR_9913chrX>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrX (cow)"	
<http://purl.obolibrary.org/obo/CHR_10090chr18qD3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr18qD3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr12p13.33>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12p13.33 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr6q11>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6q11 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr13q12.13>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13q12.13 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr12q13>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12q13 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr3p11.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3p11.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr20p12.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr20p12.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9940chr24>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr24 (sheep)"	
<http://purl.obolibrary.org/obo/CHR_9031chr11>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr11 (chicken)"	
<http://purl.obolibrary.org/obo/CHR_10090chr8qA1.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8qA1.3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr4qA1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4qA1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_7955chr5>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5 (Zebrafish)"	
<http://purl.obolibrary.org/obo/CHR_9606chr17q23.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr17q23.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr21q22.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr21q22.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr13q33.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13q33.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_7955chr21>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr21 (Zebrafish)"	
<http://purl.obolibrary.org/obo/CHR_9606chr8q13.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8q13.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9796chr8>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8 (horse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr6q14.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6q14.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr7q31>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7q31 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr16>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr16 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr19p13.13>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr19p13.13 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1p36.21>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1p36.21 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr9q21.13>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9q21.13 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr11qB1.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr11qB1.1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr13qC3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13qC3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr8q22>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8q22 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr9p24.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9p24.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9796chr3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3 (horse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr9q21.31>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9q21.31 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr13qD2.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13qD2.3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10090chr17qA3.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr17qA3.2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr2q12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2q12 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr14qE2.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14qE2.2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chrXp11.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chrXp11.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr8q11.21>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8q11.21 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr7p15.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7p15.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1p22.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1p22.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9913chr15>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr15 (cow)"	
<http://purl.obolibrary.org/obo/CHR_10090chr6qD1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr6qD1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr22p11.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr22p11.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr1qH3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1qH3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9823chr17>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr17 (pig)"	
<http://purl.obolibrary.org/obo/CHR_10090chr14qB>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14qB (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9031chr7>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7 (chicken)"	
<http://purl.obolibrary.org/obo/CHR_10090chr8qB3.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8qB3.3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9913chr10>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10 (cow)"	
<http://purl.obolibrary.org/obo/CHR_7955chr17>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr17 (Zebrafish)"	
<http://purl.obolibrary.org/obo/CHR_9606chr4q32.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4q32.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9940chr15>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr15 (sheep)"	
<http://purl.obolibrary.org/obo/CHR_9823chr12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12 (pig)"	
<http://purl.obolibrary.org/obo/CHR_9823chr8>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr8 (pig)"	
<http://purl.obolibrary.org/obo/CHR_9913chr5>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr5 (cow)"	
<http://purl.obolibrary.org/obo/CHR_10116chr10q32.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10q32.1 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9031chr2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2 (chicken)"	
<http://purl.obolibrary.org/obo/CHR_9606chr21q22.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr21q22.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr4p11>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4p11 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr18q21.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr18q21.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_7955chr12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12 (Zebrafish)"	
<http://purl.obolibrary.org/obo/CHR_9606chr15q>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr15q (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr9q22.32>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9q22.32 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr1qE2.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1qE2.3 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9940chr10>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr10 (sheep)"	
<http://purl.obolibrary.org/obo/CHR_9823chr3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3 (pig)"	
<http://purl.obolibrary.org/obo/CHR_10090chr7qF2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7qF2 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr3q31>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3q31 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr3p25.2>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3p25.2 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr3q27.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr3q27.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr14q21>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr14q21 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr12p12.3>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr12p12.3 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr7q12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr7q12 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr2q11.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr2q11.1 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10116chr4q23>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr4q23 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10116chr13q25>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr13q25 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_10090chr1qE1.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1qE1.1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_10116chr1q34>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1q34 (Rat)"	
<http://purl.obolibrary.org/obo/CHR_9606chr1p36.12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr1p36.12 (Human)"	
<http://purl.obolibrary.org/obo/CHR_10090chr9qE3.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9qE3.1 (Mouse)"	
<http://purl.obolibrary.org/obo/CHR_9606chr9p12>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr9p12 (Human)"	
<http://purl.obolibrary.org/obo/CHR_9606chr11q22.1>	<http://www.w3.org/2000/01/rdf-schema#label>	"chr11q22.1 (Human)"	
